Amount,Payment_Method,Bank,Previous_Failures,Attempt_Number,Error,Original_Status,Risk_Percentage,Risk_Level,Recovery_Action
13355,CARD,Bank_D,1,2,NONE,SUCCESS,49.18,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
13171,UPI,Bank_A,0,1,NONE,SUCCESS,16.87,LOW,Continue payment normally.
15414,CARD,Bank_D,2,3,AUTH_ERROR,FAILED,91.61,HIGH,Complete authentication and retry the payment.
2809,UPI,Bank_B,0,1,NONE,SUCCESS,14.31,LOW,Continue payment normally.
13514,CARD,Bank_B,0,1,NONE,SUCCESS,19.58,LOW,Continue payment normally.
15052,NET_BANKING,Bank_C,0,1,BANK_ERROR,FAILED,58.3,MEDIUM,Try another bank or payment method.
9762,CARD,Bank_A,0,1,NONE,SUCCESS,18.36,LOW,Continue payment normally.
5838,UPI,Bank_D,3,4,BANK_ERROR,FAILED,95.48,HIGH,Try another bank or payment method.
5211,UPI,Bank_C,0,1,NETWORK_ERROR,SUCCESS,46.7,MEDIUM,Retry after a short delay or use another payment method.
15328,UPI,Bank_A,0,1,NONE,SUCCESS,12.51,LOW,Continue payment normally.
14223,UPI,Bank_D,0,1,BANK_ERROR,FAILED,49.6,MEDIUM,Try another bank or payment method.
5023,UPI,Bank_B,0,1,NETWORK_ERROR,SUCCESS,40.1,MEDIUM,Retry after a short delay or use another payment method.
5285,NET_BANKING,Bank_A,0,1,NONE,SUCCESS,15.76,LOW,Continue payment normally.
4238,CARD,Bank_D,0,1,NONE,SUCCESS,19.6,LOW,Continue payment normally.
18401,CARD,Bank_B,2,3,NETWORK_ERROR,FAILED,87.9,HIGH,Retry after a short delay or use another payment method.
2452,CARD,Bank_B,0,1,NONE,SUCCESS,15.45,LOW,Continue payment normally.
17188,UPI,Bank_A,0,1,NONE,SUCCESS,16.45,LOW,Continue payment normally.
16000,UPI,Bank_C,1,2,NONE,FAILED,41.69,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
4154,CARD,Bank_A,0,1,NONE,FAILED,13.89,LOW,Continue payment normally.
11477,CARD,Bank_D,2,3,CARD_DECLINED,FAILED,87.74,HIGH,Try UPI or Net Banking instead of the card.
16555,UPI,Bank_B,1,2,AUTH_ERROR,FAILED,74.17,HIGH,Complete authentication and retry the payment.
3783,UPI,Bank_B,0,1,NONE,SUCCESS,10.97,LOW,Continue payment normally.
17428,CARD,Bank_B,3,4,NONE,FAILED,82.93,HIGH,"Continue payment, but offer an alternate payment method if it fails."
8373,CARD,Bank_C,0,1,NONE,FAILED,22.75,LOW,Continue payment normally.
3406,UPI,Bank_A,2,3,BANK_ERROR,FAILED,84.15,HIGH,Try another bank or payment method.
8322,UPI,Bank_C,1,2,NONE,SUCCESS,39.52,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
12746,UPI,Bank_A,0,1,NONE,SUCCESS,14.73,LOW,Continue payment normally.
11887,CARD,Bank_B,0,1,NONE,SUCCESS,13.9,LOW,Continue payment normally.
9813,UPI,Bank_B,1,2,NETWORK_ERROR,SUCCESS,62.27,MEDIUM,Retry after a short delay or use another payment method.
14855,UPI,Bank_A,0,1,NONE,FAILED,14.63,LOW,Continue payment normally.
16016,CARD,Bank_D,0,1,NONE,SUCCESS,23.53,LOW,Continue payment normally.
2713,CARD,Bank_A,0,1,NONE,SUCCESS,13.13,LOW,Continue payment normally.
2515,UPI,Bank_C,0,1,NONE,SUCCESS,17.84,LOW,Continue payment normally.
11645,UPI,Bank_C,0,1,NONE,SUCCESS,22.32,LOW,Continue payment normally.
4116,UPI,Bank_B,1,2,NONE,FAILED,30.91,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
15652,CARD,Bank_B,0,1,NONE,SUCCESS,19.0,LOW,Continue payment normally.
13280,UPI,Bank_A,0,1,NONE,SUCCESS,13.84,LOW,Continue payment normally.
6543,CARD,Bank_C,0,1,NONE,SUCCESS,22.11,LOW,Continue payment normally.
13560,UPI,Bank_B,0,1,AUTH_ERROR,FAILED,39.92,MEDIUM,Complete authentication and retry the payment.
3103,CARD,Bank_D,0,1,NONE,SUCCESS,20.39,LOW,Continue payment normally.
4995,NET_BANKING,Bank_D,2,3,BANK_ERROR,FAILED,89.8,HIGH,Try another bank or payment method.
12792,NET_BANKING,Bank_C,1,2,NONE,SUCCESS,50.81,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
16621,CARD,Bank_D,0,1,NONE,SUCCESS,26.61,LOW,Continue payment normally.
6356,CARD,Bank_B,2,3,CARD_DECLINED,FAILED,87.25,HIGH,Try UPI or Net Banking instead of the card.
18560,CARD,Bank_B,0,1,NONE,SUCCESS,20.03,LOW,Continue payment normally.
4592,CARD,Bank_B,0,1,CARD_DECLINED,FAILED,36.38,MEDIUM,Try UPI or Net Banking instead of the card.
9222,CARD,Bank_D,0,1,NONE,FAILED,17.2,LOW,Continue payment normally.
1678,UPI,Bank_A,1,2,NONE,FAILED,32.93,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
18543,CARD,Bank_A,0,1,NONE,SUCCESS,18.28,LOW,Continue payment normally.
16292,CARD,Bank_D,0,1,CARD_DECLINED,FAILED,57.48,MEDIUM,Try UPI or Net Banking instead of the card.
5532,CARD,Bank_C,2,3,CARD_DECLINED,FAILED,91.92,HIGH,Try UPI or Net Banking instead of the card.
19264,UPI,Bank_A,1,2,NONE,SUCCESS,37.3,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
2452,CARD,Bank_B,0,1,NONE,SUCCESS,14.07,LOW,Continue payment normally.
10711,NET_BANKING,Bank_A,0,1,NONE,SUCCESS,13.44,LOW,Continue payment normally.
10296,UPI,Bank_A,0,1,NONE,SUCCESS,13.61,LOW,Continue payment normally.
3799,NET_BANKING,Bank_B,0,1,NONE,SUCCESS,13.64,LOW,Continue payment normally.
2901,CARD,Bank_A,0,1,NONE,SUCCESS,15.28,LOW,Continue payment normally.
16252,UPI,Bank_D,0,1,NONE,SUCCESS,22.44,LOW,Continue payment normally.
5643,NET_BANKING,Bank_C,2,3,NETWORK_ERROR,FAILED,91.39,HIGH,Retry after a short delay or use another payment method.
19197,UPI,Bank_D,0,1,BANK_ERROR,FAILED,51.45,MEDIUM,Try another bank or payment method.
16759,UPI,Bank_A,0,1,NONE,SUCCESS,17.04,LOW,Continue payment normally.
4588,UPI,Bank_B,2,3,NONE,FAILED,52.38,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
5174,CARD,Bank_B,2,3,NETWORK_ERROR,FAILED,87.92,HIGH,Retry after a short delay or use another payment method.
5490,CARD,Bank_D,0,1,NONE,SUCCESS,17.25,LOW,Continue payment normally.
7844,UPI,Bank_B,1,2,NONE,FAILED,33.58,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
18273,UPI,Bank_B,1,2,BANK_ERROR,SUCCESS,65.15,MEDIUM,Try another bank or payment method.
12986,CARD,Bank_D,0,1,NONE,SUCCESS,22.9,LOW,Continue payment normally.
17500,UPI,Bank_B,1,2,NONE,SUCCESS,35.83,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
5940,UPI,Bank_D,3,4,NONE,FAILED,87.34,HIGH,"Continue payment, but offer an alternate payment method if it fails."
12700,CARD,Bank_D,0,1,NONE,SUCCESS,19.95,LOW,Continue payment normally.
5800,UPI,Bank_A,0,1,NONE,SUCCESS,15.29,LOW,Continue payment normally.
14018,CARD,Bank_C,0,1,NONE,FAILED,24.81,LOW,Continue payment normally.
19303,UPI,Bank_A,0,1,NETWORK_ERROR,SUCCESS,44.09,MEDIUM,Retry after a short delay or use another payment method.
3315,UPI,Bank_A,0,1,NONE,FAILED,12.86,LOW,Continue payment normally.
14556,CARD,Bank_C,0,1,AUTH_ERROR,FAILED,62.97,MEDIUM,Complete authentication and retry the payment.
102,CARD,Bank_C,0,1,AUTH_ERROR,SUCCESS,55.85,MEDIUM,Complete authentication and retry the payment.
16708,UPI,Bank_B,1,2,NONE,SUCCESS,36.67,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
2165,CARD,Bank_A,0,1,AUTH_ERROR,FAILED,46.22,MEDIUM,Complete authentication and retry the payment.
14250,CARD,Bank_A,2,3,NONE,FAILED,70.69,HIGH,"Continue payment, but offer an alternate payment method if it fails."
6613,UPI,Bank_C,1,2,NONE,SUCCESS,43.61,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
18782,UPI,Bank_C,0,1,NONE,SUCCESS,25.25,LOW,Continue payment normally.
11929,UPI,Bank_C,0,1,NONE,SUCCESS,20.51,LOW,Continue payment normally.
8928,UPI,Bank_B,1,2,BANK_ERROR,FAILED,64.07,MEDIUM,Try another bank or payment method.
1345,UPI,Bank_A,0,1,NONE,SUCCESS,12.43,LOW,Continue payment normally.
13151,UPI,Bank_D,0,1,NONE,SUCCESS,17.39,LOW,Continue payment normally.
6537,UPI,Bank_D,0,1,NONE,SUCCESS,17.16,LOW,Continue payment normally.
6929,CARD,Bank_C,0,1,NONE,SUCCESS,20.62,LOW,Continue payment normally.
13662,UPI,Bank_A,0,1,NONE,SUCCESS,15.05,LOW,Continue payment normally.
970,NET_BANKING,Bank_D,0,1,NONE,SUCCESS,20.42,LOW,Continue payment normally.
4233,NET_BANKING,Bank_C,2,3,NETWORK_ERROR,FAILED,91.74,HIGH,Retry after a short delay or use another payment method.
17315,CARD,Bank_A,1,2,AUTH_ERROR,FAILED,77.15,HIGH,Complete authentication and retry the payment.
16284,UPI,Bank_B,0,1,NONE,SUCCESS,14.71,LOW,Continue payment normally.
9411,NET_BANKING,Bank_C,0,1,NONE,SUCCESS,23.14,LOW,Continue payment normally.
13870,UPI,Bank_B,0,1,NONE,SUCCESS,17.72,LOW,Continue payment normally.
10214,UPI,Bank_A,0,1,NONE,SUCCESS,13.61,LOW,Continue payment normally.
15774,UPI,Bank_B,1,2,NONE,SUCCESS,33.24,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
7521,NET_BANKING,Bank_C,3,4,NETWORK_ERROR,FAILED,96.68,HIGH,Retry after a short delay or use another payment method.
7955,UPI,Bank_D,3,4,NETWORK_ERROR,FAILED,96.45,HIGH,Retry after a short delay or use another payment method.
13675,UPI,Bank_C,0,1,NONE,SUCCESS,21.64,LOW,Continue payment normally.
17725,UPI,Bank_C,0,1,NETWORK_ERROR,FAILED,55.06,MEDIUM,Retry after a short delay or use another payment method.
6539,UPI,Bank_B,0,1,NONE,SUCCESS,11.13,LOW,Continue payment normally.
17430,CARD,Bank_C,0,1,NONE,FAILED,22.69,LOW,Continue payment normally.
2046,NET_BANKING,Bank_A,0,1,NONE,SUCCESS,14.46,LOW,Continue payment normally.
19376,UPI,Bank_C,0,1,NONE,FAILED,27.23,LOW,Continue payment normally.
10348,UPI,Bank_A,2,3,BANK_ERROR,FAILED,84.0,HIGH,Try another bank or payment method.
4576,NET_BANKING,Bank_D,1,2,NONE,SUCCESS,37.64,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
15272,UPI,Bank_C,0,1,NONE,FAILED,19.4,LOW,Continue payment normally.
4694,UPI,Bank_B,2,3,BANK_ERROR,FAILED,85.61,HIGH,Try another bank or payment method.
3677,CARD,Bank_A,0,1,NONE,FAILED,15.6,LOW,Continue payment normally.
1585,UPI,Bank_D,0,1,BANK_ERROR,FAILED,44.37,MEDIUM,Try another bank or payment method.
17613,CARD,Bank_B,0,1,NONE,FAILED,20.87,LOW,Continue payment normally.
17668,CARD,Bank_C,1,2,NONE,SUCCESS,47.28,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
2904,UPI,Bank_B,3,4,BANK_ERROR,FAILED,92.63,HIGH,Try another bank or payment method.
1536,NET_BANKING,Bank_C,0,1,BANK_ERROR,FAILED,52.44,MEDIUM,Try another bank or payment method.
5117,UPI,Bank_B,2,3,NONE,FAILED,57.97,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
14096,UPI,Bank_A,0,1,NONE,SUCCESS,13.76,LOW,Continue payment normally.
12362,UPI,Bank_D,1,2,NETWORK_ERROR,SUCCESS,70.65,HIGH,Retry after a short delay or use another payment method.
13084,UPI,Bank_B,0,1,NONE,SUCCESS,16.28,LOW,Continue payment normally.
12793,UPI,Bank_C,1,2,BANK_ERROR,FAILED,74.95,HIGH,Try another bank or payment method.
8033,CARD,Bank_B,0,1,NONE,SUCCESS,15.1,LOW,Continue payment normally.
8833,UPI,Bank_A,0,1,NONE,SUCCESS,14.34,LOW,Continue payment normally.
18301,UPI,Bank_A,0,1,NONE,SUCCESS,13.43,LOW,Continue payment normally.
13187,NET_BANKING,Bank_B,0,1,NONE,FAILED,19.2,LOW,Continue payment normally.
1664,UPI,Bank_C,0,1,NONE,SUCCESS,19.6,LOW,Continue payment normally.
15251,UPI,Bank_A,0,1,NONE,FAILED,16.14,LOW,Continue payment normally.
305,UPI,Bank_D,0,1,NONE,FAILED,14.13,LOW,Continue payment normally.
17942,UPI,Bank_B,0,1,NETWORK_ERROR,SUCCESS,42.26,MEDIUM,Retry after a short delay or use another payment method.
15788,UPI,Bank_B,3,4,BANK_ERROR,FAILED,93.11,HIGH,Try another bank or payment method.
9083,CARD,Bank_C,0,1,CARD_DECLINED,FAILED,58.43,MEDIUM,Try UPI or Net Banking instead of the card.
11804,NET_BANKING,Bank_A,0,1,NONE,SUCCESS,14.72,LOW,Continue payment normally.
18516,CARD,Bank_C,0,1,AUTH_ERROR,SUCCESS,58.46,MEDIUM,Complete authentication and retry the payment.
9696,CARD,Bank_B,0,1,NONE,SUCCESS,17.28,LOW,Continue payment normally.
13236,UPI,Bank_C,1,2,NONE,SUCCESS,45.53,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
10566,UPI,Bank_D,0,1,NONE,FAILED,21.04,LOW,Continue payment normally.
13197,UPI,Bank_C,0,1,NONE,SUCCESS,22.1,LOW,Continue payment normally.
6128,UPI,Bank_D,0,1,NONE,SUCCESS,17.77,LOW,Continue payment normally.
15452,CARD,Bank_C,0,1,NETWORK_ERROR,SUCCESS,57.15,MEDIUM,Retry after a short delay or use another payment method.
12306,NET_BANKING,Bank_D,2,3,NONE,FAILED,71.16,HIGH,"Continue payment, but offer an alternate payment method if it fails."
17968,NET_BANKING,Bank_B,1,2,NONE,SUCCESS,36.21,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
18748,UPI,Bank_D,1,2,NONE,SUCCESS,42.5,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
9416,NET_BANKING,Bank_A,0,1,NONE,FAILED,15.58,LOW,Continue payment normally.
9952,UPI,Bank_C,0,1,NONE,SUCCESS,20.13,LOW,Continue payment normally.
14704,NET_BANKING,Bank_A,0,1,NONE,SUCCESS,16.86,LOW,Continue payment normally.
10486,CARD,Bank_A,0,1,NONE,SUCCESS,16.9,LOW,Continue payment normally.
9587,CARD,Bank_A,0,1,NONE,SUCCESS,16.76,LOW,Continue payment normally.
4486,CARD,Bank_A,0,1,CARD_DECLINED,FAILED,35.5,MEDIUM,Try UPI or Net Banking instead of the card.
18070,CARD,Bank_B,0,1,NONE,SUCCESS,20.72,LOW,Continue payment normally.
13640,UPI,Bank_A,0,1,NONE,SUCCESS,12.98,LOW,Continue payment normally.
17077,UPI,Bank_C,0,1,BANK_ERROR,FAILED,50.84,MEDIUM,Try another bank or payment method.
7055,NET_BANKING,Bank_D,0,1,NONE,SUCCESS,19.54,LOW,Continue payment normally.
15534,CARD,Bank_A,1,2,NONE,SUCCESS,38.49,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
11786,UPI,Bank_A,1,2,NONE,SUCCESS,28.44,LOW,Continue payment normally.
8065,UPI,Bank_B,1,2,NONE,FAILED,32.94,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
5643,NET_BANKING,Bank_B,0,1,NONE,SUCCESS,16.1,LOW,Continue payment normally.
6923,UPI,Bank_A,0,1,NONE,SUCCESS,14.66,LOW,Continue payment normally.
793,NET_BANKING,Bank_B,0,1,NONE,SUCCESS,13.21,LOW,Continue payment normally.
5403,UPI,Bank_A,0,1,NONE,SUCCESS,13.66,LOW,Continue payment normally.
5038,NET_BANKING,Bank_D,0,1,NONE,SUCCESS,19.91,LOW,Continue payment normally.
15134,UPI,Bank_A,0,1,NONE,FAILED,15.08,LOW,Continue payment normally.
16439,UPI,Bank_B,0,1,NONE,SUCCESS,15.75,LOW,Continue payment normally.
2239,CARD,Bank_A,3,4,CARD_DECLINED,FAILED,94.48,HIGH,Try UPI or Net Banking instead of the card.
19442,CARD,Bank_A,0,1,NONE,SUCCESS,17.72,LOW,Continue payment normally.
19154,CARD,Bank_C,3,4,CARD_DECLINED,SUCCESS,97.36,HIGH,Try UPI or Net Banking instead of the card.
15215,UPI,Bank_B,1,2,BANK_ERROR,FAILED,64.0,MEDIUM,Try another bank or payment method.
1407,UPI,Bank_B,2,3,NETWORK_ERROR,FAILED,82.21,HIGH,Retry after a short delay or use another payment method.
2082,UPI,Bank_A,1,2,NONE,SUCCESS,30.34,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
13961,CARD,Bank_B,1,2,NONE,SUCCESS,37.45,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
180,CARD,Bank_C,1,2,NONE,SUCCESS,45.65,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
16528,UPI,Bank_C,0,1,NONE,SUCCESS,18.9,LOW,Continue payment normally.
2351,NET_BANKING,Bank_C,0,1,BANK_ERROR,SUCCESS,55.38,MEDIUM,Try another bank or payment method.
4899,CARD,Bank_A,2,3,NONE,SUCCESS,63.79,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
14530,CARD,Bank_D,0,1,CARD_DECLINED,FAILED,51.88,MEDIUM,Try UPI or Net Banking instead of the card.
18999,NET_BANKING,Bank_B,0,1,NONE,SUCCESS,18.33,LOW,Continue payment normally.
4693,UPI,Bank_A,1,2,NONE,SUCCESS,31.98,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
7897,CARD,Bank_D,0,1,CARD_DECLINED,SUCCESS,47.97,MEDIUM,Try UPI or Net Banking instead of the card.
14026,UPI,Bank_C,0,1,NETWORK_ERROR,SUCCESS,47.71,MEDIUM,Retry after a short delay or use another payment method.
15557,CARD,Bank_D,0,1,NETWORK_ERROR,FAILED,50.97,MEDIUM,Retry after a short delay or use another payment method.
1601,UPI,Bank_B,0,1,NONE,SUCCESS,15.11,LOW,Continue payment normally.
2755,CARD,Bank_A,1,2,NETWORK_ERROR,FAILED,71.81,HIGH,Retry after a short delay or use another payment method.
226,NET_BANKING,Bank_A,0,1,NONE,SUCCESS,15.39,LOW,Continue payment normally.
9024,CARD,Bank_D,0,1,NONE,FAILED,20.5,LOW,Continue payment normally.
19741,CARD,Bank_D,0,1,NONE,SUCCESS,27.33,LOW,Continue payment normally.
3407,UPI,Bank_C,0,1,NONE,SUCCESS,23.08,LOW,Continue payment normally.
12887,CARD,Bank_D,0,1,NONE,FAILED,23.15,LOW,Continue payment normally.
6268,UPI,Bank_A,0,1,NONE,SUCCESS,14.16,LOW,Continue payment normally.
5227,CARD,Bank_B,3,4,NONE,FAILED,81.99,HIGH,"Continue payment, but offer an alternate payment method if it fails."
11255,NET_BANKING,Bank_C,2,3,BANK_ERROR,FAILED,91.73,HIGH,Try another bank or payment method.
17309,UPI,Bank_B,0,1,NONE,SUCCESS,14.07,LOW,Continue payment normally.
15065,CARD,Bank_C,0,1,NONE,SUCCESS,25.04,LOW,Continue payment normally.
18788,NET_BANKING,Bank_D,0,1,NONE,FAILED,22.34,LOW,Continue payment normally.
5882,UPI,Bank_A,0,1,NONE,SUCCESS,14.12,LOW,Continue payment normally.
18611,UPI,Bank_B,0,1,BANK_ERROR,FAILED,35.95,MEDIUM,Try another bank or payment method.
9876,UPI,Bank_A,0,1,BANK_ERROR,SUCCESS,35.33,MEDIUM,Try another bank or payment method.
11116,UPI,Bank_B,0,1,NONE,SUCCESS,12.35,LOW,Continue payment normally.
11244,UPI,Bank_A,0,1,NONE,SUCCESS,14.89,LOW,Continue payment normally.
16815,NET_BANKING,Bank_D,1,2,NONE,SUCCESS,50.01,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
471,NET_BANKING,Bank_D,1,2,NONE,SUCCESS,36.52,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
1562,NET_BANKING,Bank_A,0,1,NONE,SUCCESS,14.39,LOW,Continue payment normally.
13365,CARD,Bank_D,0,1,NONE,SUCCESS,21.9,LOW,Continue payment normally.
8511,UPI,Bank_A,0,1,NONE,FAILED,13.36,LOW,Continue payment normally.
17512,CARD,Bank_D,0,1,NONE,SUCCESS,18.85,LOW,Continue payment normally.
12703,CARD,Bank_A,1,2,NONE,SUCCESS,41.46,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
6906,NET_BANKING,Bank_B,2,3,NETWORK_ERROR,FAILED,85.56,HIGH,Retry after a short delay or use another payment method.
16205,UPI,Bank_B,0,1,NONE,SUCCESS,16.14,LOW,Continue payment normally.
10407,CARD,Bank_A,0,1,CARD_DECLINED,FAILED,43.17,MEDIUM,Try UPI or Net Banking instead of the card.
13476,CARD,Bank_C,1,2,NONE,SUCCESS,56.58,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
16748,NET_BANKING,Bank_A,0,1,NONE,SUCCESS,17.86,LOW,Continue payment normally.
13245,UPI,Bank_B,0,1,NONE,SUCCESS,14.25,LOW,Continue payment normally.
14339,NET_BANKING,Bank_A,0,1,AUTH_ERROR,SUCCESS,49.61,MEDIUM,Complete authentication and retry the payment.
4376,NET_BANKING,Bank_C,0,1,NONE,SUCCESS,27.67,LOW,Continue payment normally.
17624,CARD,Bank_B,2,3,NONE,FAILED,66.57,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
7164,CARD,Bank_C,0,1,NONE,SUCCESS,23.64,LOW,Continue payment normally.
909,CARD,Bank_A,0,1,NONE,SUCCESS,12.22,LOW,Continue payment normally.
6623,NET_BANKING,Bank_A,0,1,NONE,SUCCESS,17.29,LOW,Continue payment normally.
18768,CARD,Bank_D,2,3,NETWORK_ERROR,FAILED,92.01,HIGH,Retry after a short delay or use another payment method.
788,NET_BANKING,Bank_D,0,1,NONE,SUCCESS,17.27,LOW,Continue payment normally.
18398,UPI,Bank_A,3,4,NETWORK_ERROR,SUCCESS,95.45,HIGH,Retry after a short delay or use another payment method.
4781,UPI,Bank_B,0,1,NONE,SUCCESS,15.17,LOW,Continue payment normally.
11331,NET_BANKING,Bank_A,0,1,NONE,SUCCESS,15.88,LOW,Continue payment normally.
17668,CARD,Bank_C,0,1,NONE,FAILED,30.36,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
7914,CARD,Bank_A,0,1,NONE,SUCCESS,13.29,LOW,Continue payment normally.
17871,CARD,Bank_C,0,1,NONE,FAILED,28.48,LOW,Continue payment normally.
17607,UPI,Bank_D,0,1,NONE,SUCCESS,20.08,LOW,Continue payment normally.
17559,CARD,Bank_A,0,1,CARD_DECLINED,SUCCESS,49.91,MEDIUM,Try UPI or Net Banking instead of the card.
13383,CARD,Bank_D,0,1,NONE,SUCCESS,22.7,LOW,Continue payment normally.
9115,CARD,Bank_A,0,1,AUTH_ERROR,FAILED,48.61,MEDIUM,Complete authentication and retry the payment.
14462,CARD,Bank_B,1,2,NONE,SUCCESS,35.04,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
12807,UPI,Bank_A,0,1,BANK_ERROR,SUCCESS,41.3,MEDIUM,Try another bank or payment method.
6072,CARD,Bank_D,0,1,AUTH_ERROR,SUCCESS,52.97,MEDIUM,Complete authentication and retry the payment.
9378,NET_BANKING,Bank_A,1,2,AUTH_ERROR,FAILED,68.76,MEDIUM,Complete authentication and retry the payment.
18424,UPI,Bank_D,2,3,BANK_ERROR,FAILED,87.14,HIGH,Try another bank or payment method.
9529,UPI,Bank_D,0,1,NETWORK_ERROR,FAILED,46.45,MEDIUM,Retry after a short delay or use another payment method.
6218,UPI,Bank_D,1,2,BANK_ERROR,FAILED,73.77,HIGH,Try another bank or payment method.
12146,CARD,Bank_C,1,2,NONE,FAILED,50.77,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
16199,UPI,Bank_A,1,2,NONE,SUCCESS,29.54,LOW,Continue payment normally.
14479,CARD,Bank_C,1,2,NONE,SUCCESS,52.99,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
334,NET_BANKING,Bank_A,1,2,NONE,FAILED,39.71,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
19725,CARD,Bank_D,0,1,NONE,SUCCESS,22.65,LOW,Continue payment normally.
15898,UPI,Bank_A,0,1,NONE,FAILED,16.22,LOW,Continue payment normally.
5838,NET_BANKING,Bank_C,2,3,NONE,FAILED,71.86,HIGH,"Continue payment, but offer an alternate payment method if it fails."
306,UPI,Bank_B,0,1,NONE,SUCCESS,11.2,LOW,Continue payment normally.
2111,UPI,Bank_C,1,2,NETWORK_ERROR,SUCCESS,72.96,HIGH,Retry after a short delay or use another payment method.
17547,UPI,Bank_C,0,1,AUTH_ERROR,FAILED,58.52,MEDIUM,Complete authentication and retry the payment.
